net,length_um
clknet_leaf_116_clk,7.32µm
_00982_,7.305µm
_01435_,7.305µm
_02098_,7.305µm
_00157_,7.3µm
_04576_,7.3µm
cpu_core.alu_result_wb\[19\],7.3µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[9\],7.3µm
_00699_,7.285µm
_00713_,7.285µm
_00737_,7.285µm
_00763_,7.285µm
_00786_,7.285µm
_00987_,7.285µm
_01025_,7.285µm
_01111_,7.285µm
_01194_,7.285µm
_01220_,7.285µm
_01244_,7.285µm
_01250_,7.285µm
_01294_,7.285µm
_01304_,7.285µm
_01346_,7.285µm
_01376_,7.285µm
_01474_,7.285µm
_01499_,7.285µm
_01516_,7.285µm
_01531_,7.285µm
_01534_,7.285µm
_03212_,7.28µm
_04385_,7.28µm
_01472_,7.275µm
_00401_,7.27µm
_00030_,7.26µm
_00084_,7.26µm
_00132_,7.26µm
_00174_,7.26µm
_00403_,7.26µm
_01759_,7.26µm
_04400_,7.26µm
_01698_,7.245µm
_02115_,7.24µm
_02594_,7.24µm
_05173_,7.24µm
_05176_,7.24µm
_01766_,7.22µm
_03440_,7.22µm
_03475_,7.22µm
_03642_,7.22µm
_03906_,7.22µm
_04327_,7.22µm
_04356_,7.22µm
_04782_,7.22µm
_04881_,7.22µm
_05313_,7.22µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[3\],7.22µm
_00056_,7.18µm
_00179_,7.18µm
_02378_,7.18µm
_02581_,7.18µm
_02663_,7.18µm
_02875_,7.18µm
_02936_,7.18µm
_03932_,7.18µm
_03977_,7.18µm
_04291_,7.18µm
_04531_,7.18µm
_04595_,7.18µm
_04877_,7.18µm
_04966_,7.18µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[12\],7.18µm
_01652_,7.175µm
_00271_,7.17µm
_01067_,7.145µm
_01206_,7.145µm
_01343_,7.145µm
_01503_,7.145µm
_01530_,7.145µm
_01555_,7.145µm
_01703_,7.145µm
_01926_,7.14µm
_02466_,7.14µm
_03519_,7.14µm
_04157_,7.14µm
_04249_,7.14µm
_04770_,7.14µm
_05270_,7.12µm
_00774_,7.105µm
_01130_,7.105µm
_01715_,7.1µm
_03221_,7.1µm
_03904_,7.1µm
_04154_,7.1µm
_04631_,7.1µm
_05015_,7.1µm
_05118_,7.1µm
_05182_,7.1µm
_05255_,7.1µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[9\],7.1µm
_00048_,7.08µm
_02930_,7.08µm
_03228_,7.08µm
_03883_,7.08µm
cpu_core.alu_result_wb\[6\],7.08µm
_00035_,7.06µm
_01729_,7.06µm
_02306_,7.06µm
_03155_,7.06µm
_03485_,7.06µm
_03924_,7.06µm
_04248_,7.06µm
_04407_,7.06µm
_04414_,7.06µm
_05003_,7.06µm
cpu_core.mem_wb_reg_inst.read_data_out\[9\],7.045µm
_00506_,7.03µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[11\],7.02µm
_01674_,7.005µm
_00159_,7µm
_05078_,7µm
_00059_,6.98µm
_04074_,6.98µm
_04694_,6.98µm
_04727_,6.98µm
_04985_,6.98µm
_05033_,6.98µm
_05081_,6.98µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[5\],6.98µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[10\],6.98µm
cpu_core.mem_wb_reg_inst.read_data_out\[0\],6.98µm
cpu_core.mem_wb_reg_inst.read_data_out\[1\],6.98µm
_02116_,6.96µm
_02787_,6.96µm
_03597_,6.96µm
_04731_,6.96µm
_04801_,6.96µm
_00053_,6.94µm
_00079_,6.94µm
_02754_,6.94µm
_05062_,6.94µm
_01182_,6.925µm
_01597_,6.925µm
_05188_,6.92µm
_00458_,6.91µm
_00686_,6.905µm
_01056_,6.905µm
_02433_,6.9µm
_04416_,6.9µm
_00040_,6.88µm
_00066_,6.88µm
_00073_,6.88µm
_01749_,6.88µm
_01787_,6.88µm
_04474_,6.88µm
_01971_,6.86µm
_02438_,6.86µm
_03788_,6.86µm
_00075_,6.84µm
_00103_,6.84µm
_00178_,6.84µm
_00206_,6.84µm
_00418_,6.84µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[25\],6.84µm
rst,6.84µm
_00247_,6.83µm
_00634_,6.83µm
_04269_,6.82µm
_00032_,6.8µm
_00126_,6.8µm
_00342_,6.8µm
_01724_,6.8µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[23\],6.8µm
_01034_,6.785µm
_01732_,6.78µm
_02919_,6.78µm
_03581_,6.78µm
_04243_,6.78µm
_04417_,6.78µm
_04503_,6.78µm
_04818_,6.78µm
_05050_,6.78µm
net124,6.78µm
_01190_,6.765µm
_00071_,6.76µm
_00119_,6.76µm
_03417_,6.76µm
_04205_,6.76µm
_04259_,6.76µm
_04328_,6.76µm
_04362_,6.76µm
_04873_,6.76µm
_05164_,6.76µm
_05271_,6.76µm
_01032_,6.745µm
_02202_,6.74µm
_02806_,6.74µm
_03068_,6.74µm
_03915_,6.74µm
_03682_,6.73µm
_02398_,6.72µm
_03909_,6.72µm
_04264_,6.72µm
_04562_,6.72µm
_04643_,6.72µm
_04786_,6.72µm
_04787_,6.72µm
_05249_,6.72µm
cpu_core.alu_result_wb\[13\],6.72µm
cpu_core.ex_stage_inst.rs1_data_ex\[21\],6.72µm
_01044_,6.695µm
_01426_,6.695µm
_01686_,6.695µm
_00745_,6.685µm
_01193_,6.685µm
_01407_,6.685µm
_01541_,6.685µm
_01636_,6.685µm
_01680_,6.685µm
_03487_,6.66µm
_03986_,6.66µm
_00852_,6.645µm
_00884_,6.645µm
_01174_,6.645µm
_01274_,6.645µm
_01439_,6.645µm
_01891_,6.64µm
_02238_,6.64µm
_02367_,6.64µm
_02401_,6.64µm
_02760_,6.64µm
_03743_,6.64µm
_03912_,6.64µm
_04316_,6.64µm
_01645_,6.625µm
_01993_,6.62µm
_02377_,6.62µm
_03240_,6.62µm
cpu_core.ex_stage_inst.rs1_data_ex\[6\],6.61µm
_01882_,6.6µm
_03042_,6.6µm
_03264_,6.6µm
_03496_,6.6µm
_03644_,6.6µm
_03692_,6.6µm
_04122_,6.6µm
_04135_,6.6µm
_04206_,6.6µm
_04330_,6.6µm
_04336_,6.6µm
_04909_,6.6µm
_04932_,6.6µm
_04971_,6.6µm
_05200_,6.6µm
_05218_,6.6µm
_05223_,6.6µm
_05260_,6.6µm
_00219_,6.57µm
_00733_,6.565µm
_00954_,6.545µm
_00965_,6.545µm
_01507_,6.545µm
_02809_,6.54µm
_04692_,6.54µm
_00768_,6.525µm
_00863_,6.525µm
_00460_,6.52µm
_00501_,6.52µm
_00635_,6.52µm
_04001_,6.52µm
_04535_,6.52µm
_01792_,6.48µm
_01812_,6.48µm
_02232_,6.48µm
_02400_,6.48µm
_02776_,6.48µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[11\],6.48µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[3\],6.48µm
_00942_,6.465µm
_00969_,6.465µm
_01008_,6.465µm
_01080_,6.465µm
_01413_,6.465µm
_01450_,6.465µm
_01575_,6.465µm
_02802_,6.46µm
_03734_,6.46µm
_05244_,6.46µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[20\],6.45µm
_03140_,6.44µm
_04907_,6.44µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[27\],6.44µm
_01653_,6.425µm
_01762_,6.42µm
cpu_core.alu_result_wb\[28\],6.42µm
_03247_,6.4µm
_04156_,6.4µm
_04945_,6.4µm
_00011_,6.38µm
_02893_,6.38µm
_04184_,6.36µm
_01598_,6.355µm
_00734_,6.345µm
_01620_,6.345µm
_00677_,6.33µm
_00847_,6.325µm
_02189_,6.32µm
_03226_,6.32µm
_04429_,6.32µm
_05049_,6.32µm
_05219_,6.32µm
_00025_,6.3µm
_00123_,6.3µm
_00184_,6.3µm
_01712_,6.3µm
_01763_,6.3µm
_02832_,6.3µm
_02878_,6.3µm
_03801_,6.3µm
_04051_,6.3µm
_04644_,6.3µm
_04771_,6.3µm
_04836_,6.3µm
_05089_,6.3µm
cpu_core.id_ex_reg_inst.pc_in\[28\],6.3µm
_03654_,6.28µm
_00168_,6.26µm
_01808_,6.26µm
_02113_,6.26µm
_02290_,6.26µm
_02914_,6.26µm
_02942_,6.26µm
_02948_,6.26µm
_03511_,6.26µm
_03525_,6.26µm
_03686_,6.26µm
_03902_,6.26µm
_04079_,6.26µm
_04219_,6.26µm
_04225_,6.26µm
_05274_,6.26µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[26\],6.26µm
_01179_,6.255µm
_00221_,6.25µm
_00438_,6.25µm
_00716_,6.225µm
_00787_,6.225µm
_00972_,6.225µm
_00984_,6.225µm
_01069_,6.225µm
_01105_,6.225µm
_01129_,6.225µm
_01198_,6.225µm
_01216_,6.225µm
_01567_,6.225µm
_01705_,6.2µm
_02307_,6.2µm
_00708_,6.185µm
_00815_,6.185µm
_00825_,6.185µm
_01118_,6.185µm
_01186_,6.185µm
_01212_,6.185µm
_01229_,6.185µm
_01549_,6.185µm
_01793_,6.18µm
_01845_,6.18µm
_02554_,6.18µm
_02811_,6.18µm
_03123_,6.18µm
_03220_,6.18µm
_03356_,6.18µm
_03881_,6.18µm
_04164_,6.18µm
_04382_,6.18µm
_04397_,6.18µm
_04878_,6.18µm
_05066_,6.18µm
_05138_,6.18µm
cpu_core.ex_stage_inst.rs1_data_ex\[27\],6.18µm
_04880_,6.16µm
_01419_,6.155µm
_01990_,6.14µm
_02536_,6.14µm
_02565_,6.14µm
_02814_,6.14µm
_03058_,6.14µm
_03085_,6.14µm
_03344_,6.14µm
_03634_,6.14µm
_03648_,6.14µm
_03740_,6.14µm
_03887_,6.14µm
_04224_,6.14µm
_04409_,6.14µm
_05088_,6.14µm
_05242_,6.14µm
_05298_,6.14µm
_00922_,6.135µm
_02885_,6.12µm
_01283_,6.105µm
_01594_,6.1µm
_04437_,6.08µm
_04933_,6.08µm
_05109_,6.08µm
_01127_,6.065µm
_01236_,6.065µm
_04671_,6.06µm
_04864_,6.06µm
_05206_,6.06µm
cpu_core.id_ex_reg_inst.pc_in\[2\],6.06µm
_01592_,6.04µm
_02882_,6.04µm
_04621_,6.04µm
_04766_,6.04µm
_04993_,6.04µm
_05207_,6.04µm
_00494_,6.02µm
_00931_,6.005µm
_01136_,6.005µm
_01151_,6.005µm
_01350_,6.005µm
_01466_,5.985µm
_03522_,5.98µm
_04401_,5.98µm
_02847_,5.975µm
_00920_,5.965µm
_00929_,5.965µm
_01322_,5.965µm
_00068_,5.96µm
_04758_,5.96µm
_00325_,5.94µm
_01898_,5.94µm
_02619_,5.94µm
_02861_,5.94µm
_01036_,5.935µm
_00165_,5.92µm
_03827_,5.92µm
_04548_,5.92µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[13\],5.92µm
_04633_,5.915µm
_00205_,5.91µm
_00360_,5.91µm
_00308_,5.89µm
_00583_,5.89µm
_01242_,5.885µm
_00097_,5.86µm
_01799_,5.86µm
_02269_,5.86µm
_03706_,5.86µm
_03764_,5.86µm
_04037_,5.86µm
_04254_,5.86µm
_04923_,5.86µm
_05144_,5.86µm
_01050_,5.845µm
_01665_,5.845µm
_00150_,5.84µm
_00175_,5.84µm
_01709_,5.84µm
_01761_,5.84µm
_01777_,5.84µm
_01865_,5.84µm
_02753_,5.84µm
_02840_,5.84µm
_02950_,5.84µm
_03317_,5.84µm
_03679_,5.84µm
_04025_,5.84µm
_04058_,5.84µm
_04189_,5.84µm
_04342_,5.84µm
_04591_,5.84µm
_04646_,5.84µm
_04757_,5.84µm
_04915_,5.84µm
_05113_,5.84µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[1\],5.84µm
_02359_,5.82µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[5\],5.82µm
_01368_,5.815µm
_04777_,5.815µm
_01363_,5.805µm
_00153_,5.8µm
_00173_,5.8µm
_02054_,5.8µm
_02700_,5.8µm
_02922_,5.8µm
_03016_,5.8µm
_03521_,5.8µm
_03562_,5.8µm
_03892_,5.8µm
_04376_,5.8µm
_04454_,5.8µm
_04469_,5.8µm
_04510_,5.8µm
_04555_,5.8µm
_04736_,5.8µm
_04773_,5.8µm
_04780_,5.8µm
_05159_,5.8µm
_00814_,5.795µm
_02946_,5.795µm
_00347_,5.79µm
_01649_,5.775µm
_00824_,5.765µm
_01010_,5.765µm
_01047_,5.765µm
_01170_,5.765µm
_01323_,5.765µm
_01424_,5.765µm
_04829_,5.76µm
_00638_,5.75µm
_02899_,5.74µm
_03249_,5.74µm
_04778_,5.74µm
_05316_,5.74µm
_00850_,5.725µm
_00425_,5.72µm
_01947_,5.72µm
_02243_,5.72µm
_02599_,5.72µm
_02935_,5.72µm
_03025_,5.72µm
_03362_,5.72µm
_03650_,5.72µm
_03780_,5.72µm
_03850_,5.72µm
_04182_,5.72µm
_04441_,5.72µm
_05076_,5.72µm
_05091_,5.72µm
_01277_,5.715µm
_02532_,5.7µm
_00391_,5.68µm
_02748_,5.68µm
_02996_,5.68µm
_03352_,5.68µm
_03721_,5.68µm
_03744_,5.68µm
_03753_,5.68µm
_03817_,5.68µm
_04006_,5.68µm
_04038_,5.68µm
_04040_,5.68µm
_04099_,5.68µm
_04140_,5.68µm
_04440_,5.68µm
_04492_,5.68µm
_04710_,5.68µm
_04712_,5.68µm
_04868_,5.68µm
_05184_,5.68µm
net404,5.68µm
_00279_,5.65µm
_01429_,5.645µm
_00054_,5.64µm
_01062_,5.62µm
_04203_,5.62µm
_01789_,5.6µm
_04007_,5.6µm
_04196_,5.6µm
_04924_,5.6µm
_04944_,5.6µm
cpu_core.alu_result_wb\[31\],5.6µm
_02654_,5.58µm
_00037_,5.56µm
_00155_,5.56µm
_00239_,5.56µm
_00314_,5.56µm
_00399_,5.56µm
_00557_,5.56µm
_00590_,5.56µm
_02081_,5.56µm
_04754_,5.56µm
_01282_,5.555µm
_00855_,5.545µm
_00859_,5.545µm
_00879_,5.545µm
_01045_,5.545µm
_01098_,5.545µm
_01119_,5.545µm
_01178_,5.545µm
_01268_,5.545µm
_01591_,5.545µm
_00272_,5.53µm
_05239_,5.52µm
_01096_,5.505µm
_01126_,5.505µm
_01253_,5.505µm
_01379_,5.505µm
_01440_,5.505µm
_01484_,5.505µm
_00074_,5.5µm
_00096_,5.5µm
_00718_,5.5µm
_01719_,5.5µm
_01676_,5.475µm
_00080_,5.46µm
_00318_,5.46µm
_01859_,5.46µm
_00429_,5.45µm
_00579_,5.45µm
_01089_,5.445µm
_02190_,5.44µm
_00889_,5.435µm
_01141_,5.435µm
_01668_,5.435µm
_02768_,5.435µm
_00527_,5.43µm
_01270_,5.425µm
_00895_,5.405µm
_04109_,5.405µm
_01969_,5.4µm
_02205_,5.4µm
_02816_,5.4µm
_04242_,5.4µm
_01770_,5.38µm
_01816_,5.38µm
_01817_,5.38µm
_03048_,5.38µm
_03229_,5.38µm
_03329_,5.38µm
_03463_,5.38µm
_03480_,5.38µm
_03980_,5.38µm
_04573_,5.38µm
_04668_,5.38µm
_04715_,5.38µm
_04821_,5.38µm
_04956_,5.38µm
cpu_core.alu_result_wb\[0\],5.38µm
_03558_,5.375µm
_03041_,5.36µm
_05192_,5.36µm
_00061_,5.34µm
_01711_,5.34µm
_01966_,5.34µm
_01986_,5.34µm
_02253_,5.34µm
_03437_,5.34µm
_03497_,5.34µm
_03725_,5.34µm
_03739_,5.34µm
_03786_,5.34µm
_04133_,5.34µm
_04215_,5.34µm
_04457_,5.34µm
_04596_,5.34µm
_04702_,5.34µm
_04788_,5.34µm
_04810_,5.34µm
_04849_,5.34µm
_05085_,5.34µm
_05160_,5.34µm
_05222_,5.34µm
_05229_,5.34µm
_00694_,5.305µm
_00709_,5.305µm
_00775_,5.305µm
_00866_,5.305µm
_00908_,5.305µm
_00910_,5.305µm
_00919_,5.305µm
_00983_,5.305µm
_01085_,5.305µm
_01094_,5.305µm
_01128_,5.305µm
_01181_,5.305µm
_01183_,5.305µm
_01205_,5.305µm
_01209_,5.305µm
_01317_,5.305µm
_01334_,5.305µm
_01375_,5.305µm
_01485_,5.305µm
_01533_,5.305µm
_01551_,5.305µm
_01606_,5.305µm
_01646_,5.305µm
_01666_,5.305µm
_01695_,5.305µm
_01699_,5.305µm
_04588_,5.28µm
_01278_,5.265µm
_01788_,5.26µm
_01844_,5.26µm
_01852_,5.26µm
_02579_,5.26µm
_02718_,5.26µm
_02880_,5.26µm
_02884_,5.26µm
_02897_,5.26µm
_03538_,5.26µm
_03595_,5.26µm
_03618_,5.26µm
_03766_,5.26µm
_03769_,5.26µm
_04804_,5.26µm
_04954_,5.26µm
_04990_,5.26µm
_05069_,5.26µm
cpu_core.alu_result_wb\[27\],5.26µm
_02920_,5.24µm
_00005_,5.22µm
_00292_,5.22µm
_00630_,5.22µm
_02062_,5.22µm
_03507_,5.22µm
_03979_,5.22µm
_04084_,5.22µm
_04287_,5.22µm
_04456_,5.22µm
_04647_,5.22µm
_04750_,5.22µm
_04799_,5.22µm
_04827_,5.22µm
_04863_,5.22µm
_04965_,5.22µm
_05082_,5.22µm
_05099_,5.22µm
_05254_,5.22µm
_05264_,5.22µm
_05320_,5.22µm
cpu_core.alu_result_wb\[3\],5.22µm
cpu_core.alu_result_wb\[4\],5.22µm
cpu_core.alu_result_wb\[7\],5.22µm
net393,5.22µm
_01657_,5.215µm
_00481_,5.19µm
_01086_,5.185µm
_01112_,5.185µm
_01214_,5.185µm
_00591_,5.17µm
_00749_,5.165µm
_01418_,5.165µm
_01464_,5.16µm
_04191_,5.16µm
_01720_,5.14µm
_01771_,5.14µm
_02458_,5.14µm
_03318_,5.14µm
_01134_,5.135µm
_01254_,5.135µm
_04614_,5.12µm
_05051_,5.12µm
_00276_,5.1µm
_00452_,5.1µm
_03493_,5.1µm
_00936_,5.095µm
_00957_,5.095µm
_01022_,5.095µm
_01171_,5.095µm
_01291_,5.095µm
_01684_,5.095µm
_00746_,5.085µm
_00797_,5.085µm
_00802_,5.085µm
_00827_,5.085µm
_00899_,5.085µm
_01041_,5.085µm
_01135_,5.085µm
_01261_,5.085µm
_01298_,5.085µm
_00608_,5.07µm
_00782_,5.065µm
_01121_,5.065µm
_03074_,5.06µm
_04285_,5.06µm
_04383_,5.06µm
_05098_,5.06µm
_01310_,5.045µm
_01330_,5.045µm
_01394_,5.045µm
_01510_,5.045µm
_01697_,5.045µm
_01791_,5.04µm
_01813_,5.04µm
_03000_,5.04µm
_04806_,5.04µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[21\],5.04µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[19\],5.025µm
_01616_,5.02µm
_02918_,5.02µm
_05016_,5.02µm
_00006_,5µm
_00528_,5µm
_00563_,5µm
_01726_,5µm
_01797_,5µm
_01985_,5µm
_04268_,5µm
_01076_,4.975µm
_00615_,4.97µm
_01311_,4.965µm
_00697_,4.945µm
_00082_,4.94µm
_02064_,4.94µm
_03676_,4.94µm
_00111_,4.92µm
_01772_,4.92µm
_02030_,4.92µm
_03790_,4.92µm
_03911_,4.92µm
_04070_,4.92µm
_04073_,4.92µm
_04292_,4.92µm
_04423_,4.92µm
_04569_,4.92µm
_04874_,4.92µm
_04928_,4.92µm
_05075_,4.92µm
_05114_,4.92µm
_05128_,4.92µm
_05220_,4.92µm
_02708_,4.9µm
_03539_,4.9µm
_01167_,4.885µm
_02089_,4.88µm
_02790_,4.88µm
_02824_,4.88µm
_02952_,4.88µm
_03034_,4.88µm
_03115_,4.88µm
_03435_,4.88µm
_03778_,4.88µm
_03857_,4.88µm
_03867_,4.88µm
_04045_,4.88µm
_04090_,4.88µm
_04229_,4.88µm
_04230_,4.88µm
_04314_,4.88µm
_04420_,4.88µm
_04755_,4.88µm
_05031_,4.88µm
_05107_,4.88µm
_05125_,4.88µm
_05135_,4.88µm
_05150_,4.88µm
cpu_core.ex_mem_reg_inst.reg_write_in,4.88µm
_00702_,4.875µm
_00300_,4.85µm
_00691_,4.845µm
_00798_,4.845µm
_00804_,4.845µm
_00839_,4.845µm
_00844_,4.845µm
_01014_,4.845µm
_01232_,4.845µm
_01338_,4.845µm
_01518_,4.845µm
_01673_,4.845µm
_01681_,4.845µm
_01700_,4.845µm
_00661_,4.83µm
_03456_,4.82µm
_02086_,4.8µm
_02938_,4.8µm
_02943_,4.8µm
_03197_,4.8µm
_03781_,4.8µm
_04119_,4.8µm
_04144_,4.8µm
_04577_,4.8µm
_04925_,4.8µm
_05141_,4.8µm
_05235_,4.8µm
_05281_,4.8µm
cpu_core.alu_result_wb\[17\],4.8µm
_01658_,4.795µm
_00372_,4.78µm
_04035_,4.78µm
_04272_,4.78µm
_00536_,4.76µm
_01889_,4.76µm
_01893_,4.76µm
_03807_,4.76µm
_04002_,4.76µm
_04344_,4.76µm
_04373_,4.76µm
_04543_,4.76µm
_04585_,4.76µm
_05323_,4.76µm
cpu_core.ex_stage_inst.rs2_data_ex\[23\],4.76µm
cpu_core.mem_wb_reg_inst.read_data_out\[19\],4.745µm
_00572_,4.73µm
_00833_,4.725µm
_01696_,4.725µm
_00935_,4.72µm
_02999_,4.705µm
_00735_,4.7µm
_01672_,4.7µm
_04472_,4.7µm
_04599_,4.7µm
_05247_,4.7µm
_00232_,4.68µm
_00543_,4.68µm
_04871_,4.68µm
cpu_core.mem_wb_reg_inst.read_data_out\[14\],4.68µm
_03320_,4.665µm
_02761_,4.66µm
_02913_,4.66µm
_03808_,4.66µm
_01040_,4.655µm
_03755_,4.635µm
_00711_,4.625µm
_00820_,4.625µm
_00826_,4.625µm
_00894_,4.625µm
_00913_,4.625µm
_00967_,4.625µm
_01060_,4.625µm
_01072_,4.625µm
_01218_,4.625µm
_01308_,4.625µm
_01309_,4.625µm
_01340_,4.625µm
_01341_,4.625µm
_01370_,4.625µm
_01395_,4.625µm
_01402_,4.625µm
_01414_,4.625µm
_01470_,4.625µm
_01475_,4.625µm
_01494_,4.625µm
_01546_,4.625µm
_01595_,4.625µm
_01637_,4.625µm
_01701_,4.625µm
_00607_,4.61µm
_04802_,4.6µm
_04845_,4.6µm
_04876_,4.6µm
_00828_,4.585µm
_00911_,4.585µm
_01354_,4.585µm
_00099_,4.58µm
_00130_,4.58µm
_00204_,4.58µm
_00224_,4.58µm
_01731_,4.58µm
_01775_,4.58µm
_01800_,4.58µm
_01818_,4.58µm
_02120_,4.58µm
_03789_,4.56µm
_00093_,4.54µm
_00144_,4.54µm
_00290_,4.54µm
_00302_,4.54µm
_00564_,4.54µm
_01734_,4.54µm
_01803_,4.54µm
_01807_,4.54µm
_02123_,4.54µm
_03713_,4.54µm
_03822_,4.54µm
_04448_,4.54µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[28\],4.54µm
_00753_,4.535µm
_00446_,4.53µm
_00192_,4.51µm
_00236_,4.51µm
_00809_,4.505µm
_01099_,4.485µm
_01219_,4.485µm
_01994_,4.48µm
_03293_,4.48µm
_03384_,4.48µm
_03916_,4.48µm
_04784_,4.48µm
_04851_,4.48µm
_04951_,4.48µm
_05137_,4.48µm
_01739_,4.46µm
_01871_,4.46µm
_01890_,4.46µm
_01894_,4.46µm
_02767_,4.46µm
_03434_,4.46µm
_03637_,4.46µm
_03797_,4.46µm
_03843_,4.46µm
_04213_,4.46µm
_04358_,4.46µm
_04388_,4.46µm
_04524_,4.46µm
_04848_,4.46µm
_05045_,4.46µm
_05319_,4.46µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[7\],4.46µm
_00287_,4.44µm
_00679_,4.44µm
_04055_,4.44µm
_04652_,4.44µm
_00877_,4.425µm
_01353_,4.425µm
_00139_,4.42µm
_00285_,4.42µm
_00658_,4.42µm
_01885_,4.42µm
_01996_,4.42µm
_02514_,4.42µm
_02681_,4.42µm
_03089_,4.42µm
_03096_,4.42µm
_03436_,4.42µm
_03553_,4.42µm
_03675_,4.42µm
_03946_,4.42µm
_03982_,4.42µm
_04137_,4.42µm
_04293_,4.42µm
_04378_,4.42µm
_04506_,4.42µm
_04540_,4.42µm
_04824_,4.42µm
_04879_,4.42µm
_05122_,4.42µm
_05166_,4.42µm
cpu_core.ex_stage_inst.rs2_data_ex\[26\],4.42µm
_00539_,4.39µm
_00721_,4.385µm
_00732_,4.385µm
_00762_,4.385µm
_00819_,4.385µm
_00837_,4.385µm
_00881_,4.385µm
_01152_,4.385µm
_01246_,4.385µm
_01249_,4.385µm
_01423_,4.385µm
_01478_,4.385µm
_01481_,4.385µm
_01557_,4.385µm
_01626_,4.385µm
_01656_,4.385µm
_04325_,4.375µm
_03054_,4.36µm
_04255_,4.36µm
_04586_,4.36µm
_01717_,4.34µm
_02221_,4.34µm
_02469_,4.34µm
_02957_,4.34µm
_03079_,4.34µm
_03758_,4.34µm
_03777_,4.34µm
_04152_,4.34µm
_04162_,4.34µm
_04279_,4.34µm
_04374_,4.34µm
_04419_,4.34µm
_04517_,4.34µm
_04927_,4.34µm
_05132_,4.34µm
_05215_,4.34µm
_05230_,4.34µm
_05295_,4.34µm
_05327_,4.34µm
net68,4.34µm
_02544_,4.32µm
_02626_,4.32µm
_03768_,4.32µm
_01522_,4.295µm
_00830_,4.265µm
_01052_,4.265µm
_01054_,4.265µm
_01487_,4.265µm
_00816_,4.245µm
_04703_,4.24µm
_04904_,4.24µm
_05151_,4.24µm
_00108_,4.22µm
_01804_,4.22µm
_03180_,4.22µm
_03184_,4.22µm
_04662_,4.22µm
_05211_,4.22µm
_03853_,4.2µm
_03983_,4.2µm
_04699_,4.2µm
_04893_,4.2µm
_05103_,4.2µm
_00729_,4.165µm
_00743_,4.165µm
_00803_,4.165µm
_00914_,4.165µm
_01137_,4.165µm
_01161_,4.165µm
_01184_,4.165µm
_01211_,4.165µm
_01247_,4.165µm
_01276_,4.165µm
_01331_,4.165µm
_01596_,4.165µm
_01611_,4.165µm
_00313_,4.15µm
_00368_,4.15µm
_00465_,4.15µm
_00531_,4.15µm
_01006_,4.145µm
_01039_,4.145µm
_03081_,4.14µm
_04866_,4.14µm
_00076_,4.12µm
_00085_,4.12µm
_00161_,4.12µm
_00303_,4.12µm
_01722_,4.12µm
_01725_,4.12µm
_01785_,4.12µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[20\],4.12µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[30\],4.12µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[31\],4.12µm
net1034,4.12µm
_00050_,4.1µm
_03689_,4.1µm
_05093_,4.1µm
_01280_,4.085µm
_00090_,4.08µm
_00136_,4.08µm
_00156_,4.08µm
_00294_,4.08µm
_00402_,4.08µm
_00540_,4.08µm
_00545_,4.08µm
_00664_,4.08µm
_01784_,4.08µm
_00293_,4.07µm
_01411_,4.065µm
_01517_,4.065µm
_00319_,4.05µm
_00522_,4.05µm
_00546_,4.05µm
_00777_,4.045µm
_00867_,4.045µm
_01225_,4.045µm
_01248_,4.045µm
_01498_,4.045µm
_00152_,4.02µm
_02139_,4.02µm
_03060_,4.02µm
_03179_,4.02µm
_03281_,4.02µm
_03336_,4.02µm
_03358_,4.02µm
_04391_,4.02µm
_04458_,4.02µm
_04505_,4.02µm
_00010_,4µm
_00107_,4µm
_00322_,4µm
_01756_,4µm
_01801_,4µm
_01814_,4µm
_01896_,4µm
_02013_,4µm
_02755_,4µm
_03056_,4µm
_03285_,4µm
_03466_,4µm
_03856_,4µm
_03929_,4µm
_04030_,4µm
_04464_,4µm
_04512_,4µm
_04816_,4µm
_04869_,4µm
_04992_,4µm
_05272_,4µm
_00047_,3.98µm
_00327_,3.98µm
_02972_,3.98µm
_00912_,3.975µm
_01055_,3.975µm
_01092_,3.975µm
_01106_,3.975µm
_01438_,3.965µm
_01479_,3.965µm
_01497_,3.945µm
