net,length_um
dbg_imem_addr[5],11.22µm
dbg_imem_addr[7],11.22µm
_00070_,11.2µm
_01867_,11.2µm
_02678_,11.2µm
_02747_,11.2µm
_03602_,11.2µm
_04602_,11.2µm
_02355_,11.18µm
_02783_,11.18µm
_03239_,11.18µm
cpu_core.regfile_inst.regs\[23\]\[5\],11.18µm
_02103_,11.16µm
_03473_,11.16µm
_03740_,11.16µm
_04189_,11.16µm
cpu_core.regfile_inst.regs\[25\]\[30\],11.16µm
_04030_,11.14µm
_04673_,11.14µm
prog_data[5],11.14µm
net1935,11.14µm
_03313_,11.12µm
_03712_,11.12µm
_04003_,11.12µm
_04256_,11.12µm
_04435_,11.12µm
_04740_,11.12µm
net2432,11.12µm
_02855_,11.1µm
cpu_core.regfile_inst.regs\[6\]\[25\],11.09µm
_03545_,11.08µm
_03918_,11.08µm
cpu_core.regfile_inst.regs\[25\]\[1\],11.08µm
net1311,11.08µm
cpu_core.regfile_inst.regs\[3\]\[28\],11.05µm
_03095_,11.04µm
cpu_core.regfile_inst.regs\[1\]\[7\],11.04µm
prog_data[20],11.02µm
prog_we,11.02µm
_00145_,11.005µm
_02235_,11µm
_04278_,11µm
cpu_core.regfile_inst.regs\[8\]\[7\],11µm
net2282,10.94µm
_01705_,10.92µm
_02107_,10.92µm
_03934_,10.92µm
_00091_,10.9µm
_03314_,10.9µm
_03356_,10.9µm
_03730_,10.9µm
_04320_,10.9µm
_02523_,10.88µm
_03244_,10.88µm
_04755_,10.88µm
cpu_core.alu_result_mem\[8\],10.88µm
_02397_,10.86µm
_02457_,10.86µm
_02780_,10.86µm
_04643_,10.86µm
cpu_core.hazard_inst.if_id_rs2\[1\],10.84µm
_00169_,10.82µm
_03778_,10.82µm
_03800_,10.82µm
_03878_,10.82µm
_04066_,10.82µm
_04334_,10.82µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[5\],10.82µm
_03269_,10.8µm
_01491_,10.795µm
_00165_,10.78µm
_02539_,10.78µm
_03027_,10.78µm
_03146_,10.78µm
_03621_,10.78µm
_03668_,10.78µm
_04616_,10.78µm
_04683_,10.78µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[6\],10.78µm
dbg_dmem_addr[16],10.78µm
dbg_dmem_addr[1],10.78µm
dbg_dmem_addr[31],10.78µm
dbg_dmem_rdata[14],10.78µm
dbg_dmem_wdata[12],10.78µm
dbg_imem_addr[9],10.78µm
net2313,10.78µm
_02386_,10.74µm
_02858_,10.74µm
_04301_,10.74µm
_04614_,10.74µm
_04841_,10.74µm
_04401_,10.72µm
_01884_,10.705µm
_02413_,10.7µm
_03193_,10.7µm
_03432_,10.7µm
_04210_,10.7µm
_04802_,10.7µm
_02010_,10.665µm
_01827_,10.66µm
_02200_,10.66µm
_03071_,10.66µm
_03601_,10.66µm
_03665_,10.66µm
_03840_,10.66µm
_04027_,10.66µm
_04199_,10.66µm
_04703_,10.66µm
dbg_dmem_rdata[29],10.66µm
_02291_,10.64µm
_04416_,10.64µm
_02787_,10.62µm
_04775_,10.62µm
cpu_core.regfile_inst.regs\[13\]\[21\],10.62µm
_02493_,10.6µm
_04677_,10.6µm
_00603_,10.59µm
_02426_,10.58µm
_02689_,10.58µm
_04713_,10.58µm
_01390_,10.565µm
_02873_,10.56µm
net2067,10.56µm
_01781_,10.54µm
_02511_,10.54µm
_03659_,10.54µm
_04430_,10.505µm
_03481_,10.5µm
cpu_core.regfile_inst.regs\[29\]\[10\],10.5µm
net2112,10.5µm
net2243,10.5µm
_01948_,10.48µm
_02532_,10.48µm
_02971_,10.48µm
_03360_,10.48µm
_04382_,10.46µm
_04748_,10.46µm
net1394,10.46µm
net1557,10.46µm
_02948_,10.44µm
_02997_,10.44µm
net2019,10.44µm
_02950_,10.42µm
dbg_dmem_rdata[24],10.42µm
_01628_,10.415µm
_02055_,10.4µm
_02395_,10.4µm
_03295_,10.4µm
_03528_,10.4µm
_03630_,10.4µm
_04105_,10.4µm
_04364_,10.4µm
_04726_,10.4µm
cpu_core.regfile_inst.regs\[0\]\[15\],10.4µm
cpu_core.regfile_inst.regs\[8\]\[20\],10.4µm
_00045_,10.38µm
_03471_,10.38µm
_03792_,10.38µm
net2082,10.38µm
_00736_,10.365µm
_02310_,10.36µm
cpu_core.regfile_inst.regs\[12\]\[4\],10.36µm
_02533_,10.34µm
cpu_core.regfile_inst.regs\[0\]\[8\],10.34µm
_00092_,10.32µm
_02321_,10.32µm
_02930_,10.32µm
_03574_,10.32µm
_03791_,10.32µm
_04353_,10.32µm
_04450_,10.32µm
dbg_dmem_rdata[10],10.32µm
dbg_dmem_rdata[13],10.32µm
dbg_dmem_rdata[15],10.32µm
dbg_dmem_rdata[17],10.32µm
dbg_dmem_rdata[18],10.32µm
dbg_dmem_rdata[19],10.32µm
dbg_dmem_wdata[0],10.32µm
dbg_dmem_wdata[10],10.32µm
dbg_dmem_wdata[11],10.32µm
dbg_dmem_wdata[13],10.32µm
dbg_dmem_wdata[14],10.32µm
dbg_dmem_wdata[15],10.32µm
dbg_dmem_wdata[16],10.32µm
dbg_dmem_wdata[17],10.32µm
dbg_dmem_wdata[18],10.32µm
dbg_dmem_wdata[1],10.32µm
dbg_dmem_wdata[2],10.32µm
dbg_dmem_wdata[3],10.32µm
dbg_dmem_wdata[4],10.32µm
dbg_dmem_wdata[5],10.32µm
dbg_dmem_wdata[7],10.32µm
dbg_imem_addr[10],10.32µm
dbg_imem_addr[11],10.32µm
dbg_imem_addr[12],10.32µm
dbg_imem_addr[13],10.32µm
dbg_imem_addr[14],10.32µm
dbg_imem_addr[15],10.32µm
dbg_imem_addr[16],10.32µm
dbg_imem_addr[17],10.32µm
dbg_imem_addr[18],10.32µm
dbg_imem_addr[19],10.32µm
dbg_imem_addr[20],10.32µm
dbg_imem_addr[21],10.32µm
dbg_imem_addr[22],10.32µm
dbg_imem_addr[23],10.32µm
dbg_imem_addr[25],10.32µm
dbg_imem_addr[26],10.32µm
dbg_imem_addr[27],10.32µm
dbg_imem_addr[28],10.32µm
dbg_imem_addr[29],10.32µm
dbg_imem_addr[30],10.32µm
dbg_imem_data[10],10.32µm
dbg_imem_data[11],10.32µm
dbg_imem_data[12],10.32µm
dbg_imem_data[13],10.32µm
dbg_imem_data[14],10.32µm
dbg_imem_data[15],10.32µm
dbg_imem_data[16],10.32µm
dbg_imem_data[17],10.32µm
dbg_imem_data[18],10.32µm
dbg_imem_data[19],10.32µm
dbg_imem_data[20],10.32µm
dbg_imem_data[21],10.32µm
dbg_imem_data[23],10.32µm
dbg_imem_data[24],10.32µm
dbg_imem_data[25],10.32µm
dbg_imem_data[26],10.32µm
dbg_imem_data[27],10.32µm
dbg_imem_data[28],10.32µm
dbg_imem_data[29],10.32µm
dbg_imem_data[30],10.32µm
dbg_imem_data[31],10.32µm
dbg_imem_data[6],10.32µm
dbg_imem_data[8],10.32µm
dbg_imem_data[9],10.32µm
net1329,10.32µm
_01536_,10.285µm
_02466_,10.28µm
_02879_,10.28µm
_04829_,10.28µm
cpu_core.hazard_inst.if_id_rs1\[2\],10.28µm
net2046,10.28µm
_02164_,10.26µm
_04070_,10.26µm
_01976_,10.24µm
_02190_,10.24µm
_03194_,10.24µm
_03370_,10.24µm
_04001_,10.24µm
_04625_,10.24µm
_04201_,10.22µm
_02473_,10.2µm
_02733_,10.2µm
_03782_,10.2µm
dbg_dmem_rdata[23],10.2µm
_02389_,10.18µm
_02274_,10.175µm
_01770_,10.16µm
net1461,10.16µm
_00102_,10.12µm
_02516_,10.12µm
net1316,10.12µm
net2145,10.12µm
prog_addr[0],10.1µm
prog_data[21],10.1µm
prog_data[6],10.1µm
_02771_,10.08µm
_04444_,10.08µm
cpu_core.alu_result_mem\[3\],10.08µm
cpu_core.regfile_inst.regs\[28\]\[8\],10.08µm
dbg_dmem_rdata[16],10.08µm
net1829,10.08µm
_00037_,10.06µm
_00141_,10.04µm
_02011_,10.04µm
_02842_,10.04µm
_03549_,10.04µm
_02957_,10.02µm
_01993_,10µm
_04241_,10µm
_04573_,10µm
_01246_,9.985µm
_04212_,9.98µm
_01868_,9.96µm
_02047_,9.96µm
_02085_,9.96µm
_02442_,9.96µm
_03500_,9.96µm
_03535_,9.96µm
cpu_core.regfile_inst.regs\[20\]\[21\],9.96µm
_00121_,9.94µm
_04849_,9.94µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[29\],9.94µm
_00593_,9.93µm
cpu_core.regfile_inst.regs\[26\]\[28\],9.93µm
_00027_,9.9µm
_02346_,9.9µm
_03852_,9.9µm
_04039_,9.9µm
_04523_,9.9µm
_04559_,9.9µm
_04607_,9.9µm
_04633_,9.9µm
_03710_,9.88µm
_03872_,9.88µm
_03880_,9.88µm
_04564_,9.88µm
net1348,9.88µm
net1376,9.88µm
_02900_,9.86µm
_03514_,9.86µm
_04018_,9.86µm
_04094_,9.86µm
_04311_,9.86µm
dbg_dmem_addr[0],9.86µm
dbg_dmem_addr[10],9.86µm
dbg_dmem_addr[11],9.86µm
dbg_dmem_addr[12],9.86µm
dbg_dmem_addr[13],9.86µm
dbg_dmem_addr[14],9.86µm
dbg_dmem_addr[15],9.86µm
dbg_dmem_addr[17],9.86µm
dbg_dmem_addr[18],9.86µm
dbg_dmem_addr[19],9.86µm
dbg_dmem_addr[20],9.86µm
dbg_dmem_addr[21],9.86µm
dbg_dmem_addr[22],9.86µm
dbg_dmem_addr[23],9.86µm
dbg_dmem_addr[24],9.86µm
dbg_dmem_addr[25],9.86µm
dbg_dmem_addr[26],9.86µm
dbg_dmem_addr[27],9.86µm
dbg_dmem_addr[28],9.86µm
dbg_dmem_addr[29],9.86µm
dbg_dmem_addr[2],9.86µm
dbg_dmem_addr[30],9.86µm
dbg_dmem_addr[3],9.86µm
dbg_dmem_addr[4],9.86µm
dbg_dmem_addr[5],9.86µm
dbg_dmem_addr[6],9.86µm
dbg_dmem_addr[7],9.86µm
dbg_dmem_addr[8],9.86µm
dbg_dmem_addr[9],9.86µm
dbg_dmem_rdata[0],9.86µm
dbg_dmem_rdata[11],9.86µm
dbg_dmem_rdata[12],9.86µm
dbg_dmem_rdata[1],9.86µm
dbg_dmem_rdata[20],9.86µm
dbg_dmem_rdata[2],9.86µm
dbg_dmem_rdata[30],9.86µm
dbg_dmem_rdata[31],9.86µm
dbg_dmem_rdata[3],9.86µm
dbg_dmem_rdata[4],9.86µm
dbg_dmem_rdata[5],9.86µm
dbg_dmem_rdata[6],9.86µm
dbg_dmem_rdata[7],9.86µm
dbg_dmem_rdata[8],9.86µm
dbg_dmem_rdata[9],9.86µm
dbg_dmem_wdata[8],9.86µm
dbg_dmem_wdata[9],9.86µm
dbg_imem_addr[8],9.86µm
net1341,9.84µm
cpu_core.alu_result_wb\[0\],9.825µm
_01870_,9.82µm
_01999_,9.82µm
_02482_,9.82µm
_03307_,9.82µm
_03625_,9.82µm
_03704_,9.82µm
_04004_,9.82µm
_04058_,9.82µm
_04208_,9.82µm
_04671_,9.82µm
_04894_,9.82µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[9\],9.82µm
_03130_,9.78µm
_04328_,9.78µm
_04344_,9.78µm
_04497_,9.78µm
_04647_,9.78µm
_04661_,9.78µm
_02066_,9.74µm
_02412_,9.74µm
dbg_dmem_rdata[21],9.74µm
dbg_dmem_rdata[22],9.74µm
dbg_dmem_rdata[25],9.74µm
dbg_dmem_rdata[26],9.74µm
dbg_dmem_rdata[27],9.74µm
dbg_dmem_rdata[28],9.74µm
_03914_,9.7µm
_04082_,9.7µm
_03385_,9.68µm
_02502_,9.66µm
_02732_,9.66µm
_03672_,9.66µm
_04467_,9.66µm
net1797,9.66µm
net2009,9.66µm
_03081_,9.64µm
_03294_,9.64µm
prog_data[22],9.64µm
prog_data[24],9.64µm
prog_data[25],9.64µm
_02062_,9.62µm
_02336_,9.62µm
_00174_,9.6µm
_00181_,9.6µm
_02387_,9.58µm
_03043_,9.58µm
_03678_,9.58µm
_00206_,9.57µm
_01563_,9.56µm
_02367_,9.54µm
_03227_,9.54µm
_01130_,9.525µm
_00095_,9.52µm
_02945_,9.52µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[7\],9.52µm
_02234_,9.5µm
_02986_,9.48µm
_03179_,9.48µm
_03221_,9.48µm
_03627_,9.48µm
_03770_,9.48µm
_03908_,9.48µm
_04041_,9.48µm
_04545_,9.48µm
cpu_core.regfile_inst.regs\[21\]\[31\],9.48µm
cpu_core.regfile_inst.regs\[28\]\[0\],9.48µm
_00555_,9.47µm
cpu_core.hazard_inst.if_id_rs2\[0\],9.46µm
_00695_,9.445µm
_01610_,9.445µm
_02486_,9.44µm
_02870_,9.44µm
_02889_,9.44µm
_03766_,9.44µm
_03843_,9.44µm
_04192_,9.44µm
_04266_,9.44µm
net1327,9.44µm
_01850_,9.42µm
_02135_,9.42µm
_02013_,9.4µm
_02218_,9.4µm
_04400_,9.4µm
_04812_,9.4µm
_01651_,9.395µm
_02187_,9.38µm
_02239_,9.38µm
_02302_,9.38µm
_02789_,9.38µm
_01155_,9.365µm
_02449_,9.36µm
_03998_,9.36µm
net2212,9.36µm
_02692_,9.34µm
_03497_,9.34µm
_00698_,9.325µm
_00014_,9.32µm
_02702_,9.32µm
_03989_,9.32µm
_04620_,9.32µm
_02793_,9.3µm
prog_data[26],9.3µm
prog_data[27],9.3µm
prog_data[28],9.3µm
_04284_,9.295µm
_02059_,9.28µm
_03017_,9.28µm
_03527_,9.28µm
_04032_,9.28µm
cpu_core.regfile_inst.regs\[25\]\[10\],9.28µm
_02544_,9.26µm
_02664_,9.26µm
net1713,9.26µm
_02391_,9.24µm
_03807_,9.24µm
cpu_core.regfile_inst.regs\[0\]\[6\],9.24µm
_04789_,9.22µm
_00040_,9.2µm
_02876_,9.2µm
_04654_,9.2µm
_04660_,9.2µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[8\],9.2µm
_03658_,9.18µm
_03707_,9.18µm
_04499_,9.18µm
prog_addr[1],9.18µm
prog_data[7],9.18µm
_00063_,9.16µm
_03866_,9.14µm
_04680_,9.14µm
_02026_,9.12µm
_02751_,9.12µm
_02772_,9.12µm
net1496,9.12µm
_03322_,9.115µm
_01965_,9.1µm
_02305_,9.1µm
net1290,9.1µm
cpu_core.alu_result_wb\[17\],9.085µm
_04230_,9.08µm
_04317_,9.08µm
_04524_,9.08µm
net1874,9.08µm
_01964_,9.06µm
_02155_,9.06µm
_02926_,9.06µm
_04273_,9.06µm
_04322_,9.06µm
_04327_,9.06µm
net2445,9.06µm
_00179_,9.02µm
_00186_,9.02µm
_01737_,9.02µm
_01926_,9.02µm
_02041_,9.02µm
_02116_,9.02µm
_02337_,9.02µm
_02401_,9.02µm
_02826_,9.02µm
_03093_,9.02µm
_04356_,9.02µm
cpu_core.regfile_inst.regs\[24\]\[20\],9.02µm
cpu_core.alu_result_mem\[4\],9µm
net2193,9µm
_01252_,8.985µm
_01389_,8.985µm
_02215_,8.98µm
_02529_,8.98µm
_03425_,8.98µm
_04815_,8.98µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[25\],8.98µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[12\],8.98µm
_03076_,8.975µm
_04229_,8.96µm
_02961_,8.94µm
_03214_,8.94µm
_03345_,8.94µm
net2330,8.94µm
_01859_,8.92µm
_02534_,8.905µm
_02648_,8.9µm
_02675_,8.9µm
_02808_,8.9µm
_03513_,8.9µm
_03634_,8.9µm
_03820_,8.9µm
_01657_,8.885µm
_02503_,8.88µm
_01861_,8.86µm
_02361_,8.86µm
_02799_,8.86µm
_03845_,8.86µm
_03971_,8.86µm
_04177_,8.86µm
_04487_,8.86µm
prog_data[0],8.84µm
prog_data[11],8.84µm
prog_data[12],8.84µm
prog_data[13],8.84µm
prog_data[14],8.84µm
prog_data[1],8.84µm
prog_data[2],8.84µm
prog_data[3],8.84µm
prog_data[4],8.84µm
_00216_,8.82µm
_04566_,8.82µm
_01989_,8.8µm
_03156_,8.8µm
_03209_,8.8µm
_03980_,8.8µm
_04314_,8.8µm
_02178_,8.78µm
_02510_,8.78µm
cpu_core.regfile_inst.regs\[28\]\[13\],8.78µm
_00849_,8.765µm
_01592_,8.76µm
_02587_,8.76µm
net1660,8.76µm
_01649_,8.745µm
_03911_,8.74µm
net1295,8.74µm
net1296,8.74µm
_01146_,8.725µm
prog_addr[2],8.72µm
prog_addr[3],8.72µm
prog_addr[4],8.72µm
prog_addr[5],8.72µm
prog_addr[6],8.72µm
prog_addr[7],8.72µm
prog_data[10],8.72µm
prog_data[15],8.72µm
prog_data[16],8.72µm
prog_data[17],8.72µm
prog_data[18],8.72µm
prog_data[19],8.72µm
prog_data[23],8.72µm
prog_data[29],8.72µm
prog_data[30],8.72µm
prog_data[31],8.72µm
prog_data[8],8.72µm
prog_data[9],8.72µm
net2192,8.72µm
_00561_,8.7µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[3\],8.7µm
net2116,8.7µm
_03139_,8.68µm
_03864_,8.67µm
_02329_,8.66µm
_02707_,8.66µm
_02773_,8.66µm
cpu_core.regfile_inst.regs\[0\]\[22\],8.66µm
_00072_,8.64µm
_00113_,8.64µm
_00231_,8.64µm
_04190_,8.64µm
net1299,8.64µm
_04233_,8.62µm
net2127,8.62µm
_04354_,8.605µm
_03458_,8.6µm
_03775_,8.6µm
_03848_,8.6µm
_04129_,8.6µm
_04493_,8.6µm
_04501_,8.6µm
_04667_,8.6µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[27\],8.6µm
net2255,8.6µm
_03493_,8.58µm
_03499_,8.58µm
_03501_,8.58µm
_04366_,8.58µm
_00975_,8.575µm
_00187_,8.56µm
_01800_,8.56µm
_02003_,8.56µm
_02016_,8.56µm
_02102_,8.56µm
_02488_,8.56µm
_02719_,8.56µm
_03025_,8.56µm
_03801_,8.56µm
_04055_,8.56µm
_04060_,8.56µm
_04286_,8.56µm
_00403_,8.55µm
_02685_,8.54µm
_02765_,8.54µm
_04507_,8.54µm
_03521_,8.53µm
_00867_,8.525µm
_00965_,8.525µm
_03691_,8.52µm
_04235_,8.52µm
_04296_,8.52µm
_04495_,8.52µm
_04528_,8.52µm
_02246_,8.5µm
_03035_,8.5µm
_03064_,8.5µm
_04074_,8.5µm
_04670_,8.5µm
_04832_,8.5µm
_02005_,8.48µm
_03853_,8.48µm
_04139_,8.48µm
_04221_,8.48µm
_04237_,8.48µm
_04309_,8.48µm
_04394_,8.48µm
net1562,8.48µm
net1626,8.48µm
_01125_,8.445µm
_00012_,8.44µm
_00099_,8.44µm
_01879_,8.44µm
_01932_,8.44µm
_02335_,8.44µm
_03103_,8.44µm
_03393_,8.44µm
_03660_,8.44µm
_03846_,8.44µm
_03924_,8.44µm
_04321_,8.44µm
cpu_core.alu_result_wb\[10\],8.44µm
cpu_core.alu_result_wb\[12\],8.44µm
net2407,8.44µm
_00298_,8.43µm
_01953_,8.4µm
_02266_,8.4µm
_03454_,8.4µm
_03717_,8.4µm
_04107_,8.4µm
_04325_,8.4µm
_04592_,8.4µm
_04733_,8.4µm
_04742_,8.4µm
net1507,8.38µm
net1855,8.38µm
_01804_,8.36µm
_04424_,8.36µm
cpu_core.regfile_inst.regs\[20\]\[14\],8.34µm
_01668_,8.325µm
_02320_,8.32µm
_02898_,8.32µm
net1281,8.32µm
_00728_,8.305µm
_00838_,8.305µm
_02942_,8.3µm
_00200_,8.29µm
_03348_,8.28µm
_03638_,8.28µm
cpu_core.alu_result_wb\[6\],8.28µm
cpu_core.mem_wb_reg_inst.read_data_out\[19\],8.28µm
net1747,8.28µm
_00795_,8.265µm
_01487_,8.265µm
_03082_,8.26µm
_02475_,8.24µm
_03719_,8.24µm
_04457_,8.24µm
_00957_,8.235µm
_01623_,8.235µm
net2027,8.22µm
_00136_,8.2µm
_01869_,8.2µm
_02484_,8.2µm
_02745_,8.2µm
_02642_,8.18µm
_03260_,8.18µm
net1308,8.18µm
_03228_,8.16µm
_03784_,8.16µm
_04118_,8.16µm
net2267,8.16µm
_02427_,8.14µm
_02505_,8.14µm
_02851_,8.14µm
_03570_,8.14µm
_03652_,8.14µm
_03683_,8.14µm
_03824_,8.14µm
_04061_,8.14µm
_04231_,8.14µm
_04350_,8.14µm
_04409_,8.14µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[13\],8.14µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[10\],8.14µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[25\],8.14µm
_01506_,8.125µm
_01620_,8.115µm
_00047_,8.1µm
_00158_,8.1µm
_00160_,8.1µm
_01872_,8.1µm
_03468_,8.1µm
_03640_,8.1µm
_03981_,8.1µm
_04405_,8.1µm
_04432_,8.1µm
_00198_,8.09µm
cpu_core.alu_result_wb\[15\],8.085µm
net1543,8.08µm
_00681_,8.065µm
_00689_,8.065µm
_01228_,8.065µm
_01335_,8.065µm
_01436_,8.065µm
_01644_,8.065µm
_01647_,8.065µm
_03470_,8.065µm
_02790_,8.06µm
_03330_,8.06µm
_03402_,8.06µm
_03700_,8.06µm
_03746_,8.06µm
_04488_,8.06µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[6\],8.06µm
_02315_,8.04µm
_02328_,8.04µm
_02403_,8.04µm
_03012_,8.04µm
_04428_,8.04µm
_02035_,8.02µm
_03261_,8.02µm
_03407_,8.02µm
_03895_,8.02µm
_04187_,8.02µm
_04274_,8.02µm
_04578_,8.02µm
_04745_,8.02µm
_04788_,8.02µm
cpu_core.id_ex_reg_inst.pc_in\[18\],8.02µm
net1760,8.02µm
net2006,8.02µm
net2177,8.02µm
net2266,8.02µm
_00031_,7.98µm
_01782_,7.98µm
_02436_,7.98µm
_02471_,7.98µm
_02548_,7.98µm
_02785_,7.98µm
_03070_,7.98µm
_03326_,7.98µm
_03735_,7.98µm
_03999_,7.98µm
_04135_,7.98µm
_04275_,7.98µm
_04389_,7.98µm
_04555_,7.98µm
_04750_,7.98µm
net1708,7.98µm
_01412_,7.965µm
_02492_,7.96µm
_03408_,7.94µm
_03737_,7.94µm
_04048_,7.94µm
_04262_,7.94µm
_04290_,7.94µm
_04762_,7.94µm
_00727_,7.905µm
_02137_,7.9µm
_02393_,7.9µm
_02671_,7.9µm
_02856_,7.9µm
net1764,7.9µm
_01990_,7.88µm
net2064,7.88µm
_00778_,7.845µm
_00809_,7.845µm
_01497_,7.845µm
_00924_,7.825µm
_01276_,7.825µm
_00071_,7.82µm
_00319_,7.82µm
_02792_,7.82µm
_03218_,7.82µm
_03991_,7.82µm
_04219_,7.82µm
net1294,7.82µm
net1312,7.82µm
net1595,7.82µm
net2309,7.82µm
_00885_,7.805µm
_01304_,7.8µm
_01748_,7.8µm
_01883_,7.8µm
_03422_,7.8µm
net1406,7.8µm
cpu_core.alu_result_wb\[3\],7.78µm
_01051_,7.765µm
_01315_,7.765µm
_00007_,7.76µm
_00041_,7.76µm
_00171_,7.76µm
_00923_,7.745µm
net1659,7.74µm
_04182_,7.72µm
_02807_,7.69µm
_02351_,7.68µm
_03120_,7.68µm
_03644_,7.68µm
_04376_,7.68µm
cpu_core.id_ex_reg_inst.pc_in\[11\],7.68µm
_02258_,7.66µm
net2084,7.66µm
_00123_,7.64µm
_00175_,7.64µm
_01706_,7.64µm
_01875_,7.64µm
_02205_,7.64µm
_03303_,7.64µm
_03333_,7.64µm
_03772_,7.64µm
_03966_,7.64µm
_03994_,7.64µm
_04183_,7.64µm
net1304,7.64µm
net1990,7.64µm
net2173,7.64µm
_02742_,7.62µm
_00730_,7.605µm
_01069_,7.605µm
_01110_,7.605µm
_01182_,7.605µm
_01186_,7.605µm
_01359_,7.605µm
_01546_,7.605µm
_01609_,7.605µm
_01722_,7.6µm
_01863_,7.6µm
_02068_,7.6µm
_02181_,7.6µm
_02434_,7.6µm
_02507_,7.6µm
_04111_,7.6µm
_04565_,7.6µm
_04597_,7.6µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[1\],7.6µm
net1455,7.6µm
net1902,7.6µm
_02114_,7.58µm
_00970_,7.565µm
_01715_,7.56µm
_03825_,7.56µm
_04316_,7.56µm
net1490,7.56µm
_01164_,7.545µm
_02778_,7.54µm
_02253_,7.52µm
_02680_,7.52µm
_03670_,7.52µm
_03745_,7.52µm
_04047_,7.52µm
_04098_,7.52µm
_04101_,7.52µm
_04170_,7.52µm
_04451_,7.52µm
_04837_,7.52µm
net1482,7.52µm
net1495,7.52µm
net1524,7.52µm
net1590,7.52µm
net1752,7.52µm
net2120,7.52µm
net2213,7.52µm
_00982_,7.505µm
_01968_,7.48µm
_03933_,7.48µm
_02847_,7.44µm
_03480_,7.44µm
_04568_,7.44µm
_03986_,7.42µm
net2263,7.42µm
_00036_,7.4µm
_02784_,7.4µm
_02816_,7.4µm
_04550_,7.4µm
cpu_core.regfile_inst.regs\[5\]\[24\],7.4µm
_00787_,7.385µm
_00887_,7.385µm
_01232_,7.385µm
_01260_,7.385µm
_01311_,7.385µm
_01355_,7.385µm
_01364_,7.385µm
_01558_,7.385µm
_01650_,7.385µm
_01654_,7.385µm
_01950_,7.38µm
net2221,7.38µm
_03013_,7.36µm
net2321,7.36µm
_01126_,7.345µm
_01122_,7.34µm
_01947_,7.34µm
_04517_,7.34µm
_04626_,7.34µm
_00084_,7.33µm
_03828_,7.32µm
_04579_,7.32µm
cpu_core.alu_result_wb\[28\],7.32µm
net2323,7.32µm
_00137_,7.3µm
_00150_,7.3µm
cpu_core.mem_to_reg_wb,7.3µm
net1287,7.3µm
_01301_,7.285µm
_01444_,7.285µm
_00051_,7.28µm
_04150_,7.28µm
_00044_,7.26µm
_04299_,7.26µm
_02810_,7.24µm
_03594_,7.24µm
_04408_,7.24µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[4\],7.24µm
_01212_,7.225µm
_03324_,7.22µm
_03525_,7.22µm
_03567_,7.22µm
_03728_,7.22µm
_03774_,7.22µm
_04279_,7.22µm
_04342_,7.22µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[18\],7.22µm
cpu_core.id_ex_reg_inst.pc_in\[21\],7.22µm
net2346,7.22µm
net2408,7.22µm
net2434,7.22µm
_02583_,7.2µm
_02644_,7.2µm
_02850_,7.2µm
_01760_,7.18µm
_01866_,7.18µm
_02338_,7.18µm
_02390_,7.18µm
_02399_,7.18µm
_03050_,7.18µm
_03460_,7.18µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[31\],7.18µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[21\],7.18µm
net1274,7.18µm
net1300,7.18µm
net1869,7.18µm
_01050_,7.165µm
_01062_,7.165µm
_01682_,7.165µm
_02272_,7.16µm
_00920_,7.145µm
_01426_,7.145µm
_01460_,7.145µm
_02101_,7.14µm
_02251_,7.14µm
_04403_,7.14µm
_04410_,7.14µm
net2248,7.14µm
_04642_,7.12µm
_02079_,7.1µm
_02362_,7.1µm
_02646_,7.1µm
_03783_,7.1µm
_04097_,7.1µm
_04249_,7.1µm
net1950,7.1µm
net2037,7.1µm
net2151,7.1µm
net2155,7.1µm
net2259,7.1µm
net2468,7.1µm
_03273_,7.08µm
_01725_,7.06µm
_01905_,7.06µm
_02749_,7.06µm
_03008_,7.06µm
_03787_,7.06µm
_03881_,7.06µm
_04067_,7.06µm
_04298_,7.06µm
_04813_,7.06µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[5\],7.06µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[16\],7.06µm
net1479,7.06µm
net1497,7.06µm
net1608,7.06µm
net1819,7.06µm
_01205_,7.045µm
_00184_,7.025µm
_00767_,7.025µm
_01342_,7.025µm
_02290_,7µm
net1719,7µm
_01897_,6.985µm
_03519_,6.98µm
